"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"к" 0.823657834673018 0.655086848635236 0.644649409897848 0.575111551809618 0.666600338274798 0.675944333996024 0.505100524908389 0.626616272130495 0.645545734432416 0.557324840764331 0.534336037997229 0.733544805709754 0.864897107068297 0.693687444257259 0.819753086419753 0.696586725047268 0.666335156638488 0.577057009252811 0.654048161728273 0.782023361710552
"как" 0.674804009129701 0.58560794044665 0.495884161459883 0.416460089241448 0.706397373395682 0.457256461232604 0.455580865603645 0.497314501690869 0.724997517131791 0.408041401273885 0.722343162477736 0.763283108643933 0.626304801670146 0.901793677534437 0.602469135802469 0.457756990745348 0.606663351566385 0.577057009252811 0.416212466554355 0.593941793704217
"она" 0.476332241738613 0.446650124069479 0.426460378855499 0.842835894893406 0.815839219978112 0.795228628230616 0.227790432801822 0.537099661826139 0.337670076472341 0.328423566878981 0.573916485256283 0.565027755749405 0.437419226563277 0.426122287186602 0.958024691358025 0.457756990745348 0.387866732968672 0.776042184857228 0.327024080864136 0.494951494753514
"из" 0.585491713803711 0.535980148883375 0.505801844689081 0.327218641546852 0.557158491692369 0.497017892644135 0.614043775378825 0.666401432265765 0.566093951733042 0.48765923566879 0.643182267959628 0.505551149881047 0.407595188388508 0.614408879199286 0.54320987654321 0.636879291471788 0.537046245648931 0.397970351208835 0.307204439599643 0.574143733914076
"за" 0.51602659521683 0.426799007444169 0.347118913021918 0.565195835399108 0.666600338274798 0.427435387673956 0.49519659304744 0.517207081758504 0.66540868010726 0.686703821656051 0.554126261626756 0.594766058683584 0.387712496271995 0.713507085521752 0.523456790123457 0.398049557169868 0.52710094480358 0.527310715351706 0.495491031612328 0.465254405068303
"от" 0.416790711521286 0.416873449131514 0.416542695626302 0.356965790778384 0.447716645109939 0.397614314115308 0.683371298405467 0.507260791724687 0.427053332009137 0.517515923566879 0.465070255293885 0.574940523394132 0.526891341087583 0.505400852244574 0.276543209876543 0.417952035028361 0.69617105917454 0.427818127549498 0.376573184025369 0.395961195802811
"у" 0.396943534782177 0.555831265508685 0.436378062084697 0.485870104115022 0.557158491692369 0.576540755467197 0.633851639100723 0.487368211657052 0.685271625782103 0.398089171974522 0.484860478923412 0.356859635210151 0.198826921165126 0.376573184025369 0.375308641975309 0.487610707533088 0.377921432123322 0.33827479852751 0.465761569715588 0.534547614333795
"по" 0.51602659521683 0.476426799007444 0.604978676981057 0.475954387704512 0.477564421450602 0.417495029821074 0.475388729325542 0.18897951064253 0.38732744065945 0.417993630573248 0.633287156144864 0.38659793814433 0.447360572621533 0.455851749083342 0.375308641975309 0.398049557169868 0.457483838886126 0.268629987065964 0.594589237934793 0.435557315383092
"ему" 0.635109655651484 0.476426799007444 0.376871962709511 0.347050074367873 0.527310715351706 0.387673956262425 0.257502228384669 0.387905311318878 0.347601549309763 0.408041401273885 0.405699584405304 0.406423473433783 0.516949995029327 0.426122287186602 0.622222222222222 0.527415663250075 0.397812033814023 0.477564421450602 0.475671390347835 0.395961195802811
"о" 0.406867123151732 0.426799007444169 0.376871962709511 0.45612295488349 0.318376280967068 0.298210735586481 0.386253342577003 0.666401432265765 0.397258913496872 0.447850318471338 0.306748466257669 0.475812846946868 0.507008648971071 0.525220493509068 0.404938271604938 0.417952035028361 0.51715564395823 0.507412197791265 0.475671390347835 0.376163136012671
"то" 0.466408653369058 0.555831265508685 0.347118913021918 0.505701536936044 0.238782210725301 0.337972166998012 0.554620184213133 0.2287646707778 0.625682788757573 0.368232484076433 0.712448050662972 0.307295796986519 0.298240381747689 0.475671390347835 0.483950617283951 0.477659468603841 0.34808552958727 0.427818127549498 0.416212466554355 0.475153434963374
"все" 0.396943534782177 0.397022332506204 0.376871962709511 0.475954387704512 0.378071833648393 0.536779324055666 0.24759829652372 0.268549830913069 0.38732744065945 0.179140127388535 0.405699584405304 0.515463917525773 0.437419226563277 0.386483004657616 0.375308641975309 0.318439645735894 0.397812033814023 0.407919609989056 0.455851749083342 0.544446644228866
"это" 0.297707651086633 0.416873449131514 0.267777447188337 0.376797223599405 0.417868868769277 0.387673956262425 0.554620184213133 0.467475631589417 0.655477207269838 0.427945859872611 0.346328913516723 0.178429817605075 0.26841634357292 0.25765533643841 0.296296296296296 0.228878495372674 0.407757334659373 0.368122574868172 0.218016053909424 0.158384478321125
"же" 0.426714299890841 0.426799007444169 0.198353664583953 0.138820029747149 0.487513680230823 0.377733598409543 0.267406160245618 0.18897951064253 0.248286820935545 0.288614649681529 0.356224025331486 0.535289452815226 0.636246147728402 0.485581210980081 0.22716049382716 0.109463628221714 0.288413724515167 0.477564421450602 0.227925874541671 0.118788358740843
"их" 0.238166120869306 0.307692307692308 0.277695130417534 0.247892910262766 0.388021092428614 0.447316103379722 0.445676933742696 0.467475631589417 0.268149766610388 0.288614649681529 0.257272907183851 0.337034099920698 0.258474997514663 0.267565157070657 0.207407407407407 0.557269380037815 0.238687220288414 0.278579245846184 0.376573184025369 0.287071866957038
"они" 0.327478416195296 0.277915632754342 0.33720122979272 0.317302925136341 0.427818127549498 0.47713717693837 0.297117955828464 0.397851601352695 0.327738603634919 0.398089171974522 0.247377795369088 0.317208564631245 0.149120190873844 0.25765533643841 0.187654320987654 0.437854512886854 0.258577821979115 0.189035916824197 0.307204439599643 0.395961195802811
"когда" 0.277860474347524 0.228287841191067 0.287612813646732 0.178482895389192 0.22883295194508 0.228628230616302 0.257502228384669 0.218818380743982 0.268149766610388 0.298566878980892 0.277063130813378 0.356859635210151 0.357888458097226 0.545040134773561 0.553086419753086 0.358244601452881 0.149179512680259 0.288528504626405 0.25765533643841 0.207879627796476
"чтобы" 0.198471767391089 0.188585607940447 0.257859763959139 0.30738720872583 0.278579245846184 0.288270377733598 0.227790432801822 0.278496120946887 0.158903565398749 0.169187898089172 0.188007124480507 0.227993655828707 0.139178844815588 0.208106233277178 0.483950617283951 0.388098318240621 0.318249627051218 0.308427022186847 0.168466950748191 0.207879627796476
"был" 0.069465118586881 0.258064516129032 0.0991768322919766 0.0694100148735746 0.079594070241767 0.218687872763419 0.16836684163613 0.308334991048339 0.417121859171715 0.547372611464968 0.356224025331486 0.267644726407613 0.188885575106869 0.406302645922109 0.187654320987654 0.199024778584934 0.0596718050721034 0.189035916824197 0.366663363393123 0.188081568006335
"для" 0.26793688597797 0.317617866004963 0.238024397500744 0.228061477441745 0.298477763406626 0.278330019880716 0.198078637218976 0.2287646707778 0.258218293772967 0.0895700636942675 0.178112012665743 0.218080888183981 0.218709613281638 0.247745515806164 0.365432098765432 0.189073539655687 0.198906016907011 0.288528504626405 0.178376771380438 0.118788358740843
"так" 0.129006648804208 0.297766749379653 0.228106714271546 0.198314328210213 0.248731469505522 0.238568588469185 0.227790432801822 0.238710960811617 0.307875657960075 0.139331210191083 0.217692459924797 0.277557494052339 0.208768267223382 0.178376771380438 0.197530864197531 0.248780973231167 0.308304326205868 0.189035916824197 0.208106233277178 0.277172837061968
"него" 0.277860474347524 0.228287841191067 0.228106714271546 0.257808626673277 0.33827479852751 0.288270377733598 0.257502228384669 0.198925800676348 0.27808123944781 0.179140127388535 0.138531565406689 0.118953211736717 0.109354806640819 0.237835695173917 0.276543209876543 0.258732212160414 0.139234211834908 0.179086658043976 0.267565157070657 0.158384478321125
"только" 0.248089709238861 0.198511166253102 0.12892988197957 0.14873574615766 0.22883295194508 0.248508946322068 0.148558977914232 0.268549830913069 0.288012712285232 0.179140127388535 0.188007124480507 0.297383029341792 0.248533651456407 0.25765533643841 0.25679012345679 0.1492685839387 0.0994530084535057 0.149238881703313 0.227925874541671 0.405860225697882
"тот" 0.248089709238861 0.158808933002481 0.178518298125558 0.168567178978681 0.10944184658243 0.0596421471172962 0.198078637218976 0.119355480405809 0.148972092561327 0.248805732484076 0.108846229962399 0.178429817605075 0.188885575106869 0.218016053909424 0.138271604938272 0.1492685839387 0.248632521133764 0.189035916824197 0.445941928451095 0.425658285488022
"ей" 0.138930237173762 0.198511166253102 0.148765248437965 0.337134357957362 0.238782210725301 0.129224652087475 0.0297117955828464 0.208872090710165 0.129109146886483 0.0597133757961783 0.138531565406689 0.356859635210151 0.248533651456407 0.198196412644931 0.306172839506173 0.258732212160414 0.109398309298856 0.407919609989056 0.089188385690219 0.108889328845773
"после" 0.238166120869306 0.446650124069479 0.228106714271546 0.168567178978681 0.179086658043976 0.168986083499006 0.118847182331386 0.139248060473443 0.148972092561327 0.119426751592357 0.207797348110034 0.188342585249802 0.109354806640819 0.227925874541671 0.217283950617284 0.258732212160414 0.119343610144207 0.22883295194508 0.118917847586959 0.108889328845773
"во" 0.0992358836955443 0.178660049627792 0.16860061489636 0.0793257312840853 0.0696448114615461 0.198807157057654 0.207982569079925 0.159140640541078 0.0993147283742179 0.218949044585987 0.0890560063328716 0.227993655828707 0.248533651456407 0.188286592012685 0.197530864197531 0.159219822867947 0.228741919443063 0.298477763406626 0.218016053909424 0.287071866957038
"бы" 0.109159472065099 0.119106699751861 0.138847565208767 0.118988596926128 0.169137399263755 0.288270377733598 0.138655046053283 0.238710960811617 0.148972092561327 0.119426751592357 0.237482683554324 0.317208564631245 0.278357689631176 0.188286592012685 0.246913580246914 0.199024778584934 0.119343610144207 0.198985175604417 0.138737488851452 0.0791922391605623
"уже" 0.119083060434653 0.188585607940447 0.188435981354756 0.188398611799703 0.139289622923092 0.168986083499006 0.188174705358027 0.179033220608713 0.218492402423279 0.169187898089172 0.237482683554324 0.208168120539255 0.218709613281638 0.148647309483698 0.158024691358025 0.169171061797194 0.129288910989557 0.218883693164859 0.128827668219205 0.168283508216195
"было" 0.0297707651086633 0.178660049627792 0.059506099375186 0.0793257312840853 0.0596955526813252 0.099403578528827 0.158462909775181 0.149194350507261 0.139040619723905 0.248805732484076 0.474965367108648 0.287470261697066 0.0795307684660503 0.346843722128629 0.22716049382716 0.248780973231167 0.0298359025360517 0.0198985175604417 0.247745515806164 0.188081568006335
"ни" 0.0396943534782177 0.0595533498759305 0.0991768322919766 0.0793257312840853 0.11939110536265 0.268389662027833 0.198078637218976 0.179033220608713 0.258218293772967 0.22890127388535 0.207797348110034 0.218080888183981 0.288299035689432 0.307204439599643 0.167901234567901 0.109463628221714 0.119343610144207 0.0596955526813252 0.168466950748191 0.158384478321125
"до" 0.158777413912871 0.168734491315136 0.198353664583953 0.188398611799703 0.159188140483534 0.139165009940358 0.178270773497078 0.109409190371991 0.158903565398749 0.25875796178344 0.188007124480507 0.158604282315623 0.169002882990357 0.208106233277178 0.207407407407407 0.129366106080207 0.0497265042267529 0.10944184658243 0.188286592012685 0.168283508216195
"где" 0.26793688597797 0.218362282878412 0.257859763959139 0.237977193852256 0.11939110536265 0.149105367793241 0.16836684163613 0.109409190371991 0.0993147283742179 0.199044585987261 0.19790223629527 0.0594766058683584 0.069589422407794 0.178376771380438 0.217283950617284 0.17912230072644 0.139234211834908 0.159188140483534 0.138737488851452 0.0989902989507028
"ещё" 0.129006648804208 0.178660049627792 0.16860061489636 0.0694100148735746 0.198985175604417 0.288270377733598 0.158462909775181 0.169086930574896 0.158903565398749 0.109474522292994 0.207797348110034 0.10904044409199 0.159061536932101 0.227925874541671 0.0987654320987654 0.129366106080207 0.0795624067628046 0.169137399263755 0.25765533643841 0.148485448426054
"себя" 0.158777413912871 0.188585607940447 0.148765248437965 0.128904313336639 0.248731469505522 0.268389662027833 0.0594235911656928 0.119355480405809 0.0993147283742179 0.199044585987261 0.128636453591926 0.158604282315623 0.149120190873844 0.118917847586959 0.217283950617284 0.238829734301921 0.129288910989557 0.11939110536265 0.128827668219205 0.207879627796476
"время" 0.17862459065198 0.248138957816377 0.228106714271546 0.0991571641051066 0.189035916824197 0.168986083499006 0.049519659304744 0.0198925800676348 0.0496573641871089 0.0497611464968153 0.188007124480507 0.0594766058683584 0.0994134605825629 0.138737488851452 0.237037037037037 0.17912230072644 0.218796618597713 0.189035916824197 0.178376771380438 0.128687388635914
"теперь" 0.158777413912871 0.109181141439206 0.198353664583953 0.138820029747149 0.208934434384638 0.208747514910537 0.148558977914232 0.0994629003381739 0.16883503823617 0.12937898089172 0.108846229962399 0.118953211736717 0.198826921165126 0.0990982063224656 0.158024691358025 0.11941486715096 0.0596718050721034 0.238782210725301 0.118917847586959 0.0890912690556326
"который" 0.248089709238861 0.208436724565757 0.198353664583953 0.158651462568171 0.0497462939011044 0.0397614314115308 0.128751114192334 0.0298388701014522 0.129109146886483 0.0298566878980892 0.148426677221453 0.0793021411578113 0.0894721145243066 0.158557130115945 0.128395061728395 0.218927256443427 0.218796618597713 0.198985175604417 0.138737488851452 0.108889328845773
"им" 0.0595415302173266 0.0794044665012407 0.138847565208767 0.0991571641051066 0.22883295194508 0.318091451292247 0.099039318609488 0.18897951064253 0.0993147283742179 0.159235668789809 0.128636453591926 0.128865979381443 0.149120190873844 0.138737488851452 0.0790123456790123 0.129366106080207 0.069617105917454 0.0994925878022087 0.118917847586959 0.138586418530984
"со" 0.129006648804208 0.129032258064516 0.0793414658335813 0.109072880515617 0.0397970351208835 0.0397614314115308 0.237694364662771 0.0994629003381739 0.218492402423279 0.149283439490446 0.0989511181476351 0.168517049960349 0.149120190873844 0.148647309483698 0.0888888888888889 0.0995123892924669 0.149179512680259 0.0895433290219879 0.178376771380438 0.197980597901406
"ним" 0.218318944130197 0.138957816377171 0.0892591490627789 0.178482895389192 0.139289622923092 0.178926441351889 0.0594235911656928 0.0994629003381739 0.119177674049061 0.0995222929936306 0.0791608945181081 0.118953211736717 0.0894721145243066 0.128827668219205 0.128395061728395 0.17912230072644 0.0895077076081551 0.139289622923092 0.158557130115945 0.128687388635914
"потом" 0.129006648804208 0.198511166253102 0.0892591490627789 0.0793257312840853 0.0696448114615461 0.0894632206759443 0.178270773497078 0.129301770439626 0.148972092561327 0.119426751592357 0.108846229962399 0.0892149088025377 0.0497067302912814 0.109008026954712 0.118518518518519 0.0796099114339735 0.119343610144207 0.139289622923092 0.208106233277178 0.277172837061968
"если" 0.0992358836955443 0.0496277915632754 0.12892988197957 0.237977193852256 0.0994925878022087 0.119284294234592 0.118847182331386 0.218818380743982 0.148972092561327 0.218949044585987 0.0890560063328716 0.118953211736717 0.129237498757332 0.0495491031612328 0.177777777777778 0.159219822867947 0.159124813525609 0.169137399263755 0.00990982063224656 0.00989902989507028
"вот" 0.0496179418477722 0.0893300248138958 0.059506099375186 0.118988596926128 0.0596955526813252 0.0695825049701789 0.485292661186491 0.18897951064253 0.377395967822028 0.199044585987261 0.0791608945181081 0.0297383029341792 0.109354806640819 0.0792785650579725 0.0790123456790123 0.0696586725047268 0.0397812033814023 0.0198985175604417 0.089188385690219 0.128687388635914
"под" 0.109159472065099 0.0794044665012407 0.109094515521174 0.14873574615766 0.11939110536265 0.0795228628230616 0.198078637218976 0.139248060473443 0.0893832555367961 0.159235668789809 0.108846229962399 0.0793021411578113 0.069589422407794 0.208106233277178 0.177777777777778 0.0995123892924669 0.129288910989557 0.0994925878022087 0.0990982063224656 0.118788358740843
"была" 0.0595415302173266 0.129032258064516 0.0396707329167906 0.0198314328210213 0.0696448114615461 0.0795228628230616 0.0594235911656928 0.18897951064253 0.139040619723905 0.0995222929936306 0.336433801701959 0.10904044409199 0.069589422407794 0.198196412644931 0.207407407407407 0.129366106080207 0.069617105917454 0.0696448114615461 0.158557130115945 0.108889328845773
"может" 0.119083060434653 0.158808933002481 0.12892988197957 0.14873574615766 0.189035916824197 0.139165009940358 0.0594235911656928 0.0696240302367217 0.0893832555367961 0.0497611464968153 0.0791608945181081 0.0693893735130849 0.169002882990357 0.0495491031612328 0.237037037037037 0.139317345009454 0.129288910989557 0.198985175604417 0.0495491031612328 0.069293209265492
"тем" 0.119083060434653 0.158808933002481 0.12892988197957 0.168567178978681 0.0596955526813252 0.0596421471172962 0.0792314548875904 0.0397851601352695 0.0595888370245307 0.0597133757961783 0.118741341777162 0.317208564631245 0.139178844815588 0.0990982063224656 0.0987654320987654 0.0796099114339735 0.0596718050721034 0.159188140483534 0.0990982063224656 0.207879627796476
"тут" 0.109159472065099 0.0198511166253102 0.0793414658335813 0.0892414476945959 0.0994925878022087 0.099403578528827 0.118847182331386 0.0994629003381739 0.208560929585858 0.0597133757961783 0.0791608945181081 0.317208564631245 0.169002882990357 0.138737488851452 0.0197530864197531 0.00995123892924669 0.069617105917454 0.0497462939011044 0.227925874541671 0.217778657691546
"том" 0.109159472065099 0.109181141439206 0.16860061489636 0.109072880515617 0.0497462939011044 0.0695825049701789 0.0693275230266416 0.0298388701014522 0.0198629456748436 0.0597133757961783 0.148426677221453 0.237906423473434 0.149120190873844 0.178376771380438 0.167901234567901 0.1492685839387 0.17901541521631 0.159188140483534 0.0693687444257259 0.0395961195802811
"ней" 0.129006648804208 0.0893300248138958 0.0694237826043836 0.138820029747149 0.22883295194508 0.129224652087475 0.0792314548875904 0.0497314501690869 0.0893832555367961 0.0398089171974522 0.148426677221453 0.0892149088025377 0.0497067302912814 0.089188385690219 0.25679012345679 0.1492685839387 0.139234211834908 0.189035916824197 0.0198196412644931 0.0890912690556326
"неё" 0.148853825543316 0.188585607940447 0.0892591490627789 0.0694100148735746 0.10944184658243 0.218687872763419 0.0594235911656928 0.119355480405809 0.0893832555367961 0.0398089171974522 0.0890560063328716 0.168517049960349 0.178944229048613 0.0792785650579725 0.138271604938272 0.0796099114339735 0.0895077076081551 0.159188140483534 0.0594589237934793 0.069293209265492
"даже" 0.119083060434653 0.138957816377171 0.029753049687593 0.059494298463064 0.129340364142871 0.10934393638171 0.0594235911656928 0.0497314501690869 0.129109146886483 0.0696656050955414 0.0890560063328716 0.158604282315623 0.109354806640819 0.148647309483698 0.128395061728395 0.1492685839387 0.0497265042267529 0.0596955526813252 0.28738479833515 0.158384478321125
"раз" 0.069465118586881 0.0694789081885856 0.138847565208767 0.0991571641051066 0.159188140483534 0.129224652087475 0.0396157274437952 0.0298388701014522 0.0695203098619525 0.0298566878980892 0.118741341777162 0.178429817605075 0.0994134605825629 0.188286592012685 0.0790123456790123 0.109463628221714 0.0397812033814023 0.0895433290219879 0.208106233277178 0.247475747376757
"того" 0.0893122953259899 0.0694789081885856 0.0991768322919766 0.128904313336639 0.139289622923092 0.119284294234592 0.0594235911656928 0.0696240302367217 0.0595888370245307 0.0398089171974522 0.108846229962399 0.118953211736717 0.228650959339895 0.198196412644931 0.197530864197531 0.109463628221714 0.0895077076081551 0.0994925878022087 0.0792785650579725 0.0593941793704217
"ли" 0.069465118586881 0.0694789081885856 0.0991768322919766 0.059494298463064 0.169137399263755 0.159045725646123 0.0792314548875904 0.149194350507261 0.158903565398749 0.159235668789809 0.0791608945181081 0.049563838223632 0.0894721145243066 0.0495491031612328 0.138271604938272 0.139317345009454 0.0397812033814023 0.0895433290219879 0.109008026954712 0.197980597901406
"себе" 0.168701002282425 0.119106699751861 0.0892591490627789 0.118988596926128 0.0596955526813252 0.10934393638171 0.0792314548875904 0.0497314501690869 0.0993147283742179 0.139331210191083 0.0989511181476351 0.0793021411578113 0.169002882990357 0.0990982063224656 0.158024691358025 0.0597074335754801 0.119343610144207 0.0994925878022087 0.109008026954712 0.108889328845773
"сам" 0.0992358836955443 0.0794044665012407 0.0991768322919766 0.0694100148735746 0.0994925878022087 0.0894632206759443 0.188174705358027 0.0994629003381739 0.198629456748436 0.218949044585987 0.0494755590738175 0.0991276764472641 0.0596480763495377 0.118917847586959 0.0691358024691358 0.0597074335754801 0.069617105917454 0.10944184658243 0.118917847586959 0.0989902989507028
"один" 0.069465118586881 0.0595533498759305 0.12892988197957 0.0991571641051066 0.0696448114615461 0.099403578528827 0.138655046053283 0.149194350507261 0.158903565398749 0.12937898089172 0.16821690085098 0.0693893735130849 0.0894721145243066 0.128827668219205 0.0888888888888889 0.139317345009454 0.0397812033814023 0.0198985175604417 0.109008026954712 0.118788358740843
"жизнь" 0.119083060434653 0.158808933002481 0.0892591490627789 0.168567178978681 0.11939110536265 0.238568588469185 0.0792314548875904 0.0198925800676348 0.0893832555367961 0.0497611464968153 0.128636453591926 0.049563838223632 0.0497067302912814 0.148647309483698 0.0395061728395062 0.0398049557169868 0.218796618597713 0.11939110536265 0.118917847586959 0.0197980597901406
"свою" 0.0992358836955443 0.0794044665012407 0.0991768322919766 0.0396628656420426 0.0895433290219879 0.0695825049701789 0.0693275230266416 0.149194350507261 0.0794517826993743 0.0895700636942675 0.0296853354442905 0.0693893735130849 0.109354806640819 0.089188385690219 0.138271604938272 0.159219822867947 0.218796618597713 0.129340364142871 0.148647309483698 0.0890912690556326
"тогда" 0.0793887069564354 0.158808933002481 0.0892591490627789 0.0694100148735746 0.079594070241767 0.129224652087475 0.0792314548875904 0.129301770439626 0.0794517826993743 0.139331210191083 0.039580447259054 0.0693893735130849 0.0795307684660503 0.089188385690219 0.0790123456790123 0.0398049557169868 0.0795624067628046 0.10944184658243 0.198196412644931 0.188081568006335
"будет" 0.069465118586881 0.0794044665012407 0.0892591490627789 0.0793257312840853 0.149238881703313 0.129224652087475 0.148558977914232 0.149194350507261 0.139040619723905 0.12937898089172 0.059370670888581 0.049563838223632 0.119296152699075 0.0693687444257259 0.0691358024691358 0.0995123892924669 0.0795624067628046 0.169137399263755 0.00990982063224656 0.0494951494753514
"них" 0.0992358836955443 0.0595533498759305 0.119012198750372 0.059494298463064 0.079594070241767 0.119284294234592 0.198078637218976 0.159140640541078 0.139040619723905 0.0497611464968153 0.0989511181476351 0.0693893735130849 0.0397653842330251 0.0792785650579725 0.0987654320987654 0.129366106080207 0.0994530084535057 0.0298477763406626 0.0990982063224656 0.0989902989507028
"своей" 0.0893122953259899 0.138957816377171 0.119012198750372 0.0694100148735746 0.0397970351208835 0.129224652087475 0.0594235911656928 0.119355480405809 0.0397258913496872 0.0398089171974522 0.059370670888581 0.0991276764472641 0.208768267223382 0.0792785650579725 0.0296296296296296 0.109463628221714 0.109398309298856 0.179086658043976 0.0693687444257259 0.108889328845773
"нет" 0.0992358836955443 0.119106699751861 0.0892591490627789 0.118988596926128 0.0994925878022087 0.159045725646123 0.158462909775181 0.169086930574896 0.188697983911014 0.189092356687898 0.019790223629527 0.0396510705789056 0.069589422407794 0.00990982063224656 0.108641975308642 0.0497561946462335 0.0596718050721034 0.0596955526813252 0.0198196412644931 0.0395961195802811
"перед" 0.129006648804208 0.0794044665012407 0.0991768322919766 0.0793257312840853 0.0298477763406626 0.0695825049701789 0.049519659304744 0.119355480405809 0.0794517826993743 0.0597133757961783 0.0791608945181081 0.0594766058683584 0.149120190873844 0.109008026954712 0.0592592592592593 0.1492685839387 0.0596718050721034 0.139289622923092 0.128827668219205 0.138586418530984
"своего" 0.0793887069564354 0.0893300248138958 0.148765248437965 0.0694100148735746 0.139289622923092 0.0695825049701789 0.0594235911656928 0.0596777402029043 0.0993147283742179 0.0497611464968153 0.0692657827033445 0.0693893735130849 0.0994134605825629 0.118917847586959 0.108641975308642 0.0995123892924669 0.109398309298856 0.10944184658243 0.138737488851452 0.0593941793704217
"при" 0.0396943534782177 0.0595533498759305 0.0694237826043836 0.0396628656420426 0.0994925878022087 0.139165009940358 0.0594235911656928 0.0895166103043565 0.129109146886483 0.149283439490446 0.0692657827033445 0.168517049960349 0.169002882990357 0.0792785650579725 0.0888888888888889 0.0497561946462335 0.0895077076081551 0.0994925878022087 0.0792785650579725 0.0494951494753514
"лишь" 0.00992358836955443 0.0397022332506203 0.148765248437965 0.178482895389192 0.0994925878022087 0.168986083499006 0.049519659304744 0.0397851601352695 0.10924620121164 0.0597133757961783 0.118741341777162 0.0892149088025377 0.159061536932101 0.158557130115945 0.0888888888888889 0.0497561946462335 0.069617105917454 0.129340364142871 0.0198196412644931 0.0197980597901406
